image,actual_formula,predicted_formula,bleu_score,chrf2_score
200922-1017-153.png,$ \frac { s ^ 2 } { l ^ 2 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.8960573476702508
200923-1553-54.png,$ j ( { q } ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
MfrDB1801.png,$ u = x ^ 2 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.5723270440251569
KME2G3_17_sub_22.png,$ 7 9 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.048780487804878
UN_101_em_7.png,$ \cos ( \frac \pi 2 + \alpha ) = - \sin \alpha $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.4792899408284024
TrainData2_1_sub_95.png,$ \sum _ { i = 1 } ^ k \frac { x ^ { a _ i } } { 1 - x ^ { b _ i } } = \frac { 1 } { 1 - x } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.7580872011251758
formulaire006-equation014.png,$ \sqrt { \mbox { p } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.6351958450951094
formulaire028-equation007.png,$ u = ( u _ n ) $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.083333333333333
formulaire038-equation033.png,$ v _ { 1 4 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.461988304093567
117_em_196.png,$ | a + i b | = \sqrt { { x ^ { 2 } } + { y ^ { 2 } } } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,8.752179265315052
MfrDB0807.png,$ n \neq a $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.461988304093567
126_em_462.png,$ { \mbox { u } t } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,4.404449485514338
109_jorge.png,$ \theta = \phi $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.246753246753247
125_em_424.png,$ \sqrt { { \mu + 6 } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,6.784764493612085
formulaire019-equation033.png,"$ 1 , 3 9 7 1 6 2 \times 1 0 ^ { 3 1 6 } $",\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,4.783995034988937
200924-1331-116.png,$ \sum _ { i = 2 n + 3 m } ^ { 1 0 } i x $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.8490028490028485
formulaire029-equation024.png,$ \int x ^ n u ( x ) d x $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.921568627450981
TrainData2_13_sub_61.png,$ \lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.1862396204033212
UN_121_em_455.png,$ n y _ 1 ^ { ( n ) } = k $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.8333333333333334
23_em_61.png,$ \alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.6693440428380186
200923-1553-206.png,$ 2 ^ { \frac { 1 } { 4 } } \left ( \frac { 5 - \sqrt { 5 } } { 5 + \sqrt { 5 } } \right ) ^ { \frac { 3 } { 4 } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.7886435331230284
200924-1331-287.png,$ { - { 2 0 9 . 4 \frac { c } { u } } } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.6764705882352935
formulaire045-equation006.png,$ 2 ^ { 6 0 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
KME2G3_0_sub_63.png,$ h $,5 \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
516_em_395.png,$ 1 - x + i y $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.461988304093567
rit_42160_0.png,$ v = v _ { 0 } t - g { t ^ { 2 } } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.0833333333333335
516_em_385.png,$ i = e $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.222222222222222
MfrDB0020.png,$ \sum _ { n = 1 } ^ n \left ( - 1 \right ) ^ n \sin \left ( n x \right ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.8518518518518516
RIT_2014_165.png,$ d e = u i \times d t $,\mu \div \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,8.377552881108677
KME2G3_6_sub_81.png,$ 2 . 6 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
123_em_364.png,$ \int d f $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,4.385964912280701
MfrDB0656.png,$ x ^ \prime = x \cos \theta + y \sin \theta $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.0703933747412004
rit_42115_0.png,$ e = e _ { k } + e _ { p } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
MfrDB0062.png,$ 0 < x < 1 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
formulaire020-equation067.png,$ f ( x ) e ^ { x ^ 2 } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.7361111111111112
200922-1017-90.png,$ \frac { 9 } { 9 + \sqrt { 9 } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.687315634218289
200924-1312-55.png,$ \int d ^ { 1 0 } x \sqrt g r $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.1746031746031744
formulaire014-equation008.png,$ p a . s $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
KME2G3_23_sub_74.png,$ y ^ 4 + y + 1 = 0 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
90_mijail.png,$ a ^ x a ^ y = a ^ { x + y } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
MfrDB1461.png,$ x _ 1 = \frac { - 2 + 2 i } { 2 } = - 1 + i $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.2919896640826873
formulaire016-equation008.png,$ 2 . 7 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
KME2G3_18_sub_96.png,$ 1 - 3 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
TrainData2_26_sub_20.png,$ 0 . 8 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
98_Nina.png,$ a _ 2 = - 1 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
200926-1617-231.png,$ \sum _ m f \left ( m + 3 \right ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.3333333333333335
129_jorge.png,$ \sqrt { \frac { \mbox { c } } { n } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.5307416153809457
200923-1254-370.png,$ ( d - 1 ) ( d + 1 ) \ ! $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.0576131687242794
UN_131_em_1091.png,$ \cos \theta = \frac { x } { \sqrt { x ^ 2 + y ^ 2 } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.9633911368015413
MfrDB3507.png,$ \sum _ { n = 1 } ^ n \left ( - 1 \right ) ^ n \sin \left ( n x \right ) $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,11.432400152898222
formulaire014-equation016.png,$ n = \frac { c } { v _ { \phi } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.949852507374631
formulaire013-equation016.png,$ 1 0 . 6 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
29_em_169.png,$ y = x ^ { n } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
UN_133_em_1122.png,$ c t ^ { \prime } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.246753246753247
TrainData2_14_sub_11.png,$ \frac { 1 + \frac { 3 } { 5 } x + \frac 3 { 2 0 } x ^ 2 + \frac 1 { 6 0 } x ^ 3 } { 1 - \frac { 2 } { 5 } x + \frac 1 { 2 0 } x ^ 2 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.47755491881566364
MfrDB3238.png,$ \log r _ { h } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.2077294685990336
formulaire015-equation019.png,$ \mbox { i y } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,4.925931430836306
MfrDB1068.png,$ \mbox { b c } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.7181256572029446
200923-1553-267.png,$ \int e ^ { x ^ 2 } x ^ 3 d x $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.577319587628866
200922-949-230.png,$ \frac { 1 } { n } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.0822510822510825
formulaire014-equation061.png,$ \beta _ 0 = 1 0 0 0 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.0288065843621397
28_em_141.png,$ a $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
MfrDB3335.png,$ \lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.5082956259426845
11_em_99.png,$ \sqrt { a } = { 2 ^ { - n } } \sqrt { { 4 ^ { n } } a } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.0351966873706002
118_em_245.png,$ \lim _ { z \rightarrow 0 } \frac 1 { \log _ a ( 1 + z ) ^ { \frac 1 z } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.455604075691412
KME2G3_1_sub_96.png,$ f ( f ( x ) ) = g ( g ( x ) ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
formulaire019-equation058.png,$ \frac { 1 } { 1 + x } = 1 - x + x ^ 2 - x ^ 3 + \ldots + ( - 1 ) ^ n x ^ n + o ( x ^ n ) $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.703151043031382
MfrDB2772.png,$ \sum _ { i = 1 } ^ { m } \frac { ( n _ { i } - n \times p _ { i } ) ^ { 2 } } { n \times p _ { i } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.5489467162329618
200925-1126-2.png,$ d ( x ^ n ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.461988304093567
MfrDB2217.png,$ \mbox { g } $,\mu \div \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.1956050758279178
UN_461_em_869.png,$ \sum _ { i = 2 n + 3 m } ^ { 1 0 } i x $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.8490028490028485
200923-1254-321.png,$ \log \phi $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.8461538461538463
formulaire050-equation061.png,$ x = y $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
37_em_19.png,$ \int d ^ { 4 } x \sqrt { - g } r $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.949852507374631
200923-131-147.png,$ 6 . 0 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
RIT_2014_163.png,$ c $,5 \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
200926-1617-186.png,$ 1 7 7 / ( ( 1 1 6 / 5 9 ) / ( 1 6 8 + 1 3 9 ) ) \geq 2 7 6 3 7 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.515151515151515
formulaire018-equation044.png,$ { { \mbox { n } } _ { \mbox { e } } + 7 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.5307416153809457
504_em_36.png,$ a + b + c + d + e $,\mu \div \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.976190476190476
TrainData2_7_sub_33.png,$ \mu m $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,7.789383067617081
formulaire019-equation045.png,$ \lim _ { y \to \infty } y \sin ( \frac { c } { y } ) = c $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.8416206261510126
200923-1553-213.png,$ \frac { { t _ { 1 } ^ { 2 } } } { { t _ { 2 } ^ { 2 } } } = \frac { { a _ { 1 } ^ { 3 } } } { { a _ { 2 } ^ { 3 } } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.5847953216374269
MfrDB3275.png,$ e = e _ { k } + e _ { p } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.8012820512820512
200922-947-6.png,$ i ^ { - 1 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.461988304093567
UN_122_em_483.png,$ x _ x ^ x + y _ y ^ y + z _ z ^ z - x - y - z $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,1.1655011655011656
TrainData2_10_sub_63.png,$ \delta d = c . \delta t $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.343324116882725
MfrDB3447.png,$ \mathrm { r _ 1 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.154274257665319
TrainData2_17_sub_17.png,"$ \bigg ( a \frac { 1 - t ^ 2 } { 1 + t ^ 2 } , \frac { 2 b t } { 1 + t ^ 2 } \bigg ) $",\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.0729613733905579
TrainData2_19_sub_63.png,$ p _ f = p _ c \times ( 1 - o _ i - o _ t ) + o _ t $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,5.097290743699438
formulaire013-equation027.png,$ a + \sqrt { \frac { b + c } { d + f } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.937984496124031
TrainData2_21_sub_61.png,$ w \left ( \mbox { f } \right ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.4732120233117953
formulaire054-equation050.png,$ f ( x ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
KME2G3_2_sub_30.png,$ \lim _ { x \rightarrow \infty } x ^ n [ f ( x ) - ( a _ 0 + a _ 1 / x + \ldots + a _ n / x ^ n ) ] = 0 $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,19.873232926813778
105_em_79.png,$ \left [ { \mbox { a } + h } \right ] $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.7838745279506405
200925-1126-70.png,$ 5 4 8 8 3 4 = 5 ^ { 6 } + 4 ^ { 6 } + 8 ^ { 6 } + 3 ^ { 6 } + 4 ^ 6 $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,1.3368983957219251
formulaire018-equation006.png,$ 6 6 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
KME2G3_0_sub_97.png,$ + 7 \times 9 ^ { 5 } + 7 \times 9 ^ { 4 } + 7 \times 9 ^ { 3 } + 7 \times 9 ^ { 2 } + 7 \times 9 $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,6.198532693370455
MfrDB2773.png,$ x _ 1 \times x _ 2 \times x _ 3 \times x _ 4 = x $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.0703933747412004
200923-1254-105.png,$ x + ( - x ) \geq 0 + ( - x ) $,\mu \div \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.2321428571428568
79_silas.png,$ a + \frac { \sqrt { b + c } } { 2 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.3774104683195592
122_em_339.png,$ 8 . 8 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
2009213-137-84.png,$ \frac { 7 5 0 } { 2 7 7 0 6 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.825082508250825
formulaire008-equation025.png,$ \frac { x } { a + \frac { x } { b - \frac { x } { c } } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.9633911368015413
35_em_14.png,$ \mbox { e } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.9538842463633554
formulaire013-equation023.png,$ \frac { 1 } { \sin \left ( x \right ) + 1 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.6339869281045754
TrainData2_13_sub_43.png,$ x _ { 2 } + v _ { 2 } . \delta t $,\mu \div \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,6.777038315120641
KME2G3_3_sub_48.png,$ a = b + 1 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
UN_130_em_1072.png,$ \lim \limits _ { n \rightarrow \infty } y _ { n } = 0 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.763668430335097
106_em_97.png,$ 2 ^ { - 4 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
TrainData1_5_sub_1.png,$ \left ( 5 . 0 \right ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.577319587628866
rit_42145_4.png,$ y _ 1 + u $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.1574074074074074
UN_119_em_393.png,$ p = n \times m $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.4246575342465753
TrainData2_13_sub_17.png,$ \gamma ( 0 ) = x $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.604166666666667
formulaire015-equation041.png,$ \left ( \mbox { s } \right ) $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,14.616073870031984
501_em_1.png,"$ \bigg ( a \frac { 1 - t ^ 2 } { 1 + t ^ 2 } , \frac { 2 b t } { 1 + t ^ 2 } \bigg ) $",\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.0729613733905579
200923-1251-137.png,$ a _ { 2 k } = \frac { 2 r a _ k } { 2 r + \sqrt { 4 r ^ 2 + a ^ 2 _ k } } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,7.905753866173856
MfrDB3321.png,$ \sqrt { { { - t } - { \mbox { o } + \mbox { h } } } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.0359918125214493
formulaire013-equation042.png,$ 8 9 \times ( 1 6 3 \times 4 0 ) \leq 5 8 0 2 8 0 $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,7.647067133566077
UN_107_em_160.png,$ \mbox { t } ^ 4 $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.675970626232407
002-equation013.png,$ 2 \alpha + 3 \sqrt { \beta } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,14.00326172232308
200926-1617-210.png,$ w c = v b $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,4.694835680751173
formulaire017-equation031.png,$ \log _ { 2 } x $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.2077294685990336
formulaire012-equation028.png,$ \frac { a } { \sin a } = \frac { b } { \sin b } = \frac { c } { \sin c } $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,6.632276405113026
28_em_126.png,$ \sqrt [ 5 ] { 5 5 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.0576131687242794
200923-1251-51.png,$ f ^ { ' } ( x ) = \frac { 1 } { 2 \sqrt { x } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.149425287356322
formulaire032-equation040.png,$ \frac { 1 } { 2 } f - b = 8 - 9 = - 1 $,\mu \div \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.156565656565656
formulaire001-equation069.png,$ - \frac { 4 \sqrt { 3 } - 2 } { 1 1 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.3333333333333335
KME2G3_22_sub_96.png,$ c \neq 2 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.461988304093567
200923-1254-24.png,$ \int e ^ { - z ^ 2 } d z = \mbox { e r f } \left ( z \right ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.657495285027681
2009213-137-164.png,$ \frac { ( x + 3 ) ( x - 5 ) } { 3 ( x - 1 ) } \gt 0 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.1185682326621922
200923-131-180.png,$ 1 - e ^ { 1 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
formulaire039-equation022.png,$ a \neq b $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.461988304093567
UN_457_em_769.png,$ \alpha ( c ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.2077294685990336
TrainData2_25_sub_73.png,$ x _ 1 \times x _ 2 \times x _ 3 \times x _ 4 = x $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.0703933747412004
RIT_2014_118.png,$ 4 5 - 9 8 + 1 7 0 - 1 2 5 + 7 6 \neq 7 7 $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.9761904761904763
formulaire028-equation074.png,$ \sqrt { b ^ { 2 } - 4 a c } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.8591065292096219
formulaire013-equation063.png,$ 2 + 2 = 5 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
KME2G3_0_sub_52.png,$ | x - \frac { p _ n } { q _ n } | \leq \frac { 1 } { q _ n q _ { n + 1 } } \lt \frac { 1 } { q _ n ^ 2 } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,5.936528452050888
formulaire029-equation027.png,$ \frac { x } { a + \frac { x } { b - \frac { x } { c } } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.9633911368015413
formulaire003-equation070.png,$ d ^ 4 x $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.7006802721088434
MfrDB1970.png,$ { - \mbox { i } } $,5 \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.9157509157509158
200922-947-153.png,$ a = \frac { y } { x } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.9803921568627453
formulaire015-equation055.png,$ \log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6 $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,5.847953216374268
118_em_226.png,$ i $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,4.504504504504505
126_em_457.png,$ f _ 0 ( x ) = x $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.9920634920634922
2009213-137-127.png,$ \sum a _ { n } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.6231884057971007
MfrDB2490.png,$ s _ { n } = \sum _ { k = 1 } ^ { n } a _ { k } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.8796992481203008
